id,name,email,contact,address,url,classification,jurisdiction__slug,tags,other_names,website_dump,description,request_note,parent__name
7322,Bildungszentrum Dessau gGmbH,bzdggmbh@t-online.de,"Telefon: O340 517348, Fax: 0340 517248","Weststraße 5 , O6847 Dessau-Roßlau",http://www.bz-dessau.de,Behörde,sachsen-anhalt,,,,,,
7321,Bildung und Soziales - Stadt Haldensleben,soziales@haldensleben.de,"Telefon: +49 3904 479 351, Fax: +49 3904 479 359","Markt 20-22 , 39340 Haldensleben",,Behörde,sachsen-anhalt,,,,,,
7323,Bitterfeld Wolfen - Bauamt,bauamt@bitterfeld-wolfen.de,"Telefon: 03493 361-0, Fax: 03493 361-150","Markt 7 , 06749 Bitterfeld-Wolfen, Stadt - Bitterfeld",http://www.bitterfeld-wolfen.de,Behörde,sachsen-anhalt,,,,,,
6578,BKK24,info@bkk24.de,"Tel. 05724 / 971-0
 Fax: 05724 / 971-4000","Sülbecker Brand 1
 31683 Obernkirchen",http://www.bkk24.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6580,BKK Braun-Gillette,info@bkk-braun-gillette.de,"Tel 06173 / 30-20600 
 Fax 06173 / 30-1987","Westerbachstraße 23 a
 61476 Kronberg im Taunus",http://www.bkk-braun-gillette.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6581,BKK ESSANELLE,info@bkk-essanelle.de,Tel. 0800 / 2556655 Fax: 0211 / 5801-20000,"Zugspitzstr. 181
 86165 Augsburg",https://www.bkk-essanelle.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6582,BKK family,info@bkk-family.de,"Tel. 0611 / 186 86-0
 Fax: 0611 / 18686–10","Äppelallee 27
 65203 Wiesbaden",http://www.bkk-family.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6583,BKK firmus,info@bkk-firmus.de,"Tel. 0421 / 64343
 Fax: 0421 / 6434451","Gottlieb-Daimler-Str. 11
 28237 Bremen",http://www.bkk-firmus.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6584,BKK GILDEMEISTER SEIDENSTICKER,info@bkkgs.de,Tel. 0521 / 5228-0 Fax: 0521 / 5228-700,Winterstraße 49 33649 Bielefeld,http://www.bkkgs.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6585,BKK Kassana,info@bkk-kassana.de,Tel. 0800 / 70 800-1000 Fax: 0800 / 70 800-1011,Karolinenplatz 5 80333 München,http://www.bkk-kassana.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6586,BKK Linde,info@bkk-linde.de,Tel. 0611 / 73666 Fax: 0611 / 7366-610,Konrad-Adenauer-Ring 33 65187 Wiesbaden,http://www.bkk-linde.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6587,BKKMobil Oil,info@bkk-mobil-oil.de,Tel. 0800 / 255-0800 Fax: 0800 / 255 3002-888,Arnulfstraße 27 80335 München,http://www.bkk-mobil-oil.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6588,BKK Pfalz,info@bkkpfalz.de,Tel. 0800 / 133 33 00 Fax: 0621 / 68 559-559,Lichtenbergerstraße 16 67059 Ludwigshafen,https://www.bkkpfalz.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6579,BKK ProVita,info@bkk-provita.de,"Tel. 0800 / 664-8808
 Fax: 08131 / 6133-2290","Rotkreuzplatz 8
 80634 München",http://www.bkk-provita.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6589,BKK Verkehrsbau Union,info@bkk-vbu.de,Tel.: 0800 / 165 66-16 Fax: 0800 / 165 66-17,Lindenstraße 67 10969 Berlin,http://www.meine-krankenkasse.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",BKK VBU,,,,Bundesversicherungsamt
6590,BKK VICTORIA-D.A.S.,info@bkk-victoria-das.de,Tel. 0211 / 477-7129 Fax: 0211 / 477-7568,Fischerstraße 8 40477 Düsseldorf,http://www.bkk-victoria-das.de/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
6591,BKK vor Ort,service@bkkvorort.de,Tel. 0800 / 222 12-11 Fax: 0234 / 479-1999,Universitätsstraße 43 44789 Bochum,http://www.bkkvorort.de/bkkvorort/,Körperschaft des öffentlichen Rechts,bund,"Gesundheit, Krankenkasse",,,,,Bundesversicherungsamt
5303,"Blieskastel, Stadt",info@blieskastel.de,"Tel.: +49 6842 926-0
Fax: +49 6842   926-2001","Postfach 11 80
66431 Blieskastel",http://www.blieskastel.de,,saarland,,,,,,
13369,Bordesholmer Sparkasse,info@bordesholmer-sparkasse.de,"Tel:+494347/711-500, Fax:+494347/711-299","24582, Bordesholm, Bahnhofstraße 43 - 47",http://www.bordesholmer-sparkasse.de,Sparkasse,schleswig-holstein,,,,,,
5164,Born a. Darß,buergermeister@darss.org,Tel: 038234-503-0 Fax: 038234-50355,Gemeinde Born a. Darß Der Bürgermeister über Amt Darß/Fischland Chausseestraße  68 a 18375  Born a. Darß,http://www.born.darss-fischland.de,Andere,mecklenburg-vorpommern,,,,,,
3826,Börse Berlin,"info@boerse-berlin.com
",,,http://www.boerse-berlin.de/,Börse,berlin,,,,,,
5310,"Bous, Gemeinde",info@bous.de,"Tel.: +49 68 34 83-0
Fax: +49 0 68 34  83-1 42","Postfach 12 53
66354 Bous",http://www.bous.de,,saarland,,,,,,
3618,Brandenburgische Landeszentrale für politische Bildung,info@blzpb.brandenburg.de,"0331 866-3541
0331 866-3544","Brandenburgische Landeszentrale für politische Bildung Heinrich-Mann-Allee 10714473 Potsdam
Leiterin: Dr. Martina Weyrauch",http://www.politische-bildung-brandenburg.de,Landeszentrale,brandenburg,,,,,,"Ministerium für Bildung, Jugend und Sport"
3619,Brandenburgischer IT-Dienstleister,info@zit-bb.brandenburg.de,"0331 39-0
0331 39-521","Brandenburgischer IT-Dienstleister Dortustraße 4614467 Potsdam
Erster Geschäftsführer: Ralph Leidenheimer",http://www.zit-bb.de,IT-Dienstleister,brandenburg,,,,,,Ministerium des Innern Brandenburg
3623,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Hauptsitz,poststelle-zpdm@blb.brandenburg.de,"0331  58181-0
0331  58181-199","Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Hauptsitz Heinrich-Mann-Allee 103, Haus 1114473 Potsdam
Geschäftsführer: Volker Bargfrede",http://www.blb.brandenburg.de,Landesbetrieb,brandenburg,,,,,,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Baumanagement Region Süd-Ost
3620,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Baumanagement Region Nord-West,poststelle-nlpdm@blb.brandenburg.de,"0331 9683-0
0331 9683-109","Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Baumanagement Region Nord-West Am Neuen Palais, Haus D14469 Potsdam
Geschäftsführer: Volker Bargfrede",http://www.blb.brandenburg.de,Landesbetrieb,brandenburg,,,,,,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Hauptsitz
3621,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Baumanagement Region Süd-Ost,poststelle-nlber@blb.brandenburg.de,"03338 701601
03338 701602","Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Baumanagement Region Süd-Ost Hans-Wittwer-Straße 1016321 Bernau bei Berlin
Geschäftsführer: Volker Bargfrede",http://www.blb.brandenburg.de,Landesbetrieb,brandenburg,,,,,,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Hauptsitz
3624,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Facilitymanagement Region Nord-West,poststelle-nlpdm@blb.brandenburg.de,"0331 9683-0
0331 9683-599","Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Facilitymanagement Region Nord-West Heinrich-Mann-Allee 103, Haus 1114473 Potsdam
Geschäftsführer: Volker Bargfrede",http://www.blb.brandenburg.de,Landesbetrieb,brandenburg,,,,,,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Hauptsitz
3622,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Facilitymanagement Region Süd-Ost,poststelle-nlcbs@blb.brandenburg.de,"0355 4991-3118
0355 4991-3374","Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Regionalleitung Facilitymanagement Region Süd-Ost Vom-Stein-Straße 2803050 Cottbus
Geschäftsführer: Volker Bargfrede",http://www.blb.brandenburg.de,Landesbetrieb,brandenburg,,,,,,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen Hauptsitz
3627,Brandenburgisches Landesamt für Denkmalpflege und Archäologisches Landesmuseum,poststelle@bldam-brandenburg.de,"033702 712-00
033702 712-02 (Bau)","Brandenburgisches Landesamt für Denkmalpflege und Archäologisches Landesmuseum Wünsdorfer Platz 4-515806 Zossen
Direktor: Prof. Dr. Franz Schopper",http://www.bldam-brandenburg.de/,Landesamt,brandenburg,,,,,,"Ministerium für Wissenschaft, Forschung und Kultur"
3625,Brandenburgisches Landeshauptarchiv,poststelle@blha.brandenburg.de,"0331 5674-0
0331 5674-212","Brandenburgisches Landeshauptarchiv Zum Windmühlenberg14469 Potsdam
Direktor: Dr. Klaus Neitmann",http://www.landeshauptarchiv-brandenburg.de,Landeshauptarchiv,brandenburg,,,,,,Landesfachstelle für Archive und öffentliche Bibliotheken im Brandenburgischen Landeshauptarchiv
3628,Brandenburgisches Landesinstitut für Rechtsmedizin,rechtsmedizin.potsdam@gmx.de,"0331 5685-0
0331 5685-28","Brandenburgisches Landesinstitut für Rechtsmedizin Lindstedter Chaussee 614469 Potsdam
Institutsdirektor: Dr. med. Jörg Semmler",http://www.rechtsmedizin.brandenburg.de,Landesinstitut,brandenburg,,,,,,Brandenburgisches Landesinstitut für Rechtsmedizin Außenstelle Frankfurt (Oder)
3626,Brandenburgisches Landesinstitut für Rechtsmedizin Außenstelle Frankfurt (Oder),rechtsmedizin.potsdam@gmx.de,"0335 4335417
0335 4005417","Brandenburgisches Landesinstitut für Rechtsmedizin Außenstelle Frankfurt (Oder) Nuhnenstr. 815234 Frankfurt (Oder)
Leiterin: Dipl.-Med. Ragna Drescher",http://www.rechtsmedizin.brandenburg.de,Landesinstitut,brandenburg,,,,,,Brandenburgisches Landesinstitut für Rechtsmedizin
3629,Brandenburgisches Oberlandesgericht,verwaltung@olg.brandenburg.de,"03381 399-0
03381 399-350","Brandenburgisches Oberlandesgericht Gertrud-Piter-Platz 1114770 Brandenburg an der Havel
Präsident: Wolf Kahl",http://www.olg.brandenburg.de,Oberlandesgericht,brandenburg,Justiz,,,,,
7662,Brandenburgische Technische Universität Cottbus-Senftenberg (BTU),praesident@b-tu.de,Telefon: 0355/69-0 ,"Platz der Deutschen Einheit 1
03046 Cottbus",https://www.b-tu.de/,Universität,brandenburg,,,,,,"Ministerium für Wissenschaft, Forschung und Kultur"
13174,Braunschweigische Landessparkasse,kundenservice@blsk.de,"Tel:+49531/487-3339, Fax:+49531/487-3460","38114, Braunschweig, Neustadtring 9",http://www.blsk.de,Sparkasse,niedersachsen,,,,,,
13682,Breisgau-Hochschwarzwald,uwe.leimroth@lkbh.de,"0761 2187-3124
(Hr. Leimroth)
0761 2187-3113
(Hr. Zettel)","Sautierstraße 28
79104
Freiburg im Breisgau",,Heimaufsicht,baden-wurttemberg,,,,,,
6640,Bremer Bäder GmbH,info@bremer-baeder.de,"Tel.: +49 421 69 151 0
Fax: +49 421 69 151 40","Beim Ohlenhof 14
28239 Bremen",http://www.bremer-baeder.de/,Amt,bremen,Wirtschaft,,,,,
13126,Bremer Landesbank Kreditanstalt Oldenburg,kontakt@bremerlandesbank.de,"Tel:+49421/3320, Fax:+49421/3322322","28195, Bremen, Domshof 26",http://www.bremerlandesbank.de,Sparkasse,bremen,,,,,,
13654,Bremer Toto und Lotto GmbH,service@lotto-bremen.de,,,,Lotto,bremen,,,,,,
6642,Bremer Volkshochschule - VHS,info@vhs-bremen.de,"Tel.: (04 21) 3 61-12345
Fax: (04 21) 3 61-3216"," Faulenstraße 69
28195 Bremen",http://www.vhs-bremen.de,Amt,bremen,"""Bildung und Forschung""",,,,,
6741,Bremische Bürgerschaft,pressestelle@buergerschaft.bremen.de,"Tel.: (0421) 361 12470
Fax: (0421) 496 12470","Am Markt 20
28195 Bremen",http://www.bremische-buergerschaft.de,Amt,bremen,,parlament bremen,,,,
6645,Bremische Bürgerschaft - Bibliothek -,katrin.malek@buergerschaft.bremen.de,"Tel.: (0421) 361-12381
Fax: (0421) 361 12428","Am Markt 20
28195 Bremen",http://www.bremische-buergerschaft.de,Amt,bremen,,,,,,
13803,"Bremische Wohn- und Betreuungsaufsicht
bei der Senatorin für Soziales, Jugend, Frauen, Integration und Sport",martina.timmer@soziales.bremen.de,"0421 361 16181
(Fr. Timmer)","Bahnhofsplatz 29
28195 Bremen",,Heimaufsicht,bremen,,,,,,
6681,"Bremische Zentralstelle für die Verwirklichung der Gleichberechtigung der Frau
-Beratung bei Diskriminierung",office@frauen.bremen.de,"Tel.: +49 421 3613133
Fax: None","Knochenhauerstraße 20 - 25
28195 Bremen",http://www.zgf.bremen.de,Amt,bremen,,,,,,
6682,Bremische Zentralstelle für die Verwirklichung der Gleichberechtigung der Frau (ZGF),office@frauen.bremen.de,"Tel.: (0421) 361-3133
Fax: (0421) 361-3228","Knochenhauerstraße 20-25
28195 Bremen",http://www.frauen.bremen.de,Amt,bremen,,,,,,
6656,Bremische Zentralstelle für die Verwirklichung der Gleichberechtigung der Frau (ZGF) / Büro  Bremerhaven,office-brhv@frauen.bremen.de,"Tel.: 0471 596-13823
Fax: 0471 596-13826","Schifferstraße 48
27568 Bremerhaven",http://www.frauen.bremen.de,Amt,bremen,,,,,,
3827,Brücke-Museum,bruecke-museum@t-online.de,,,http://www.bruecke-museum.de/,Museum,berlin,,,,,,
6622,bsu - bremen_service universität,bsu@uni-bremen.de,"Tel.: None
Fax: None","Klagenfurter Straße None
28359 Bremen",http://www.bsu.uni-bremen.de,Amt,bremen,,,,,,
5347,Bücherei/Bibliothek - Großrosseln,gemeinde@grossrosseln.de,"Tel.: +49 68 98 449-119
Fax: +49 68 98 449-30","Postfach 11 62
66347 Großrosseln",http://www.grossrosseln.de,,saarland,,,,,,
5390,Büchereien - Kirkel,gemeinde@kirkel.de,Tel.: +49 6841 80 98 - 0,"Hauptstraße 10
Limbach
66459 Kirkel",http://www.kirkel.de,,saarland,,,,,,
5402,Bücherei - Lebach,stadt@lebach.de,"Tel.: +49 6881 59-0
Fax: +49 6881 59-211","Postfach 13 20
66813 Lebach",http://www.lebach.de,,saarland,,,,,,
4051,Bühnen der Stadt Köln,info@buehnenkoeln.de,,"Offenbachplatz, 50667 Köln",http://www.buehnenkoeln.de/,Städtischer Bühnenbetrieb,nrw,"""Kultur und Medien""","Kölner Schauspiel, Schauspielhaus Köln, Oper Köln",,,,
249,Bund deutscher Nordschleswiger,generalsekretariat@bdn.dk,"Westerstraße 30
6200 Apenrade
Dänemark
Telefon: 
+45 7462 3833
generalsekretariat@bdn.dk","Hauptadresse
Westerstraße 30
6200 Apenrade
Dänemark
Telefon: 
+45 7462 3833
generalsekretariat@bdn.dk",http://www.bdn.dk,Andere,bund,,,"Bund deutscher Nordschleswiger, BDN, ",,,
3828,Bund Deutscher Schiedsmänner und Schiedsfrauen Bezirksvereinigung Berlin,"BDSBerlin@gmx.de
",,,http://www.bds-berlin.com,Bund,berlin,,,,,,
250,Bundesagentur für Arbeit,zentrale@arbeitsagentur.de,"Regensburger Straße 104
90478 Nürnberg, Freistaat Bayern
Deutschland
Telefon: 
+49 911 179-0
Fax: 
+49 911 179-2123
Zentrale@arbeitsagentur.de","Hauptadresse
Regensburger Straße 104
90478 Nürnberg, Freistaat Bayern
Deutschland
Telefon: 
+49 911 179-0
Fax: 
+49 911 179-2123
Zentrale@arbeitsagentur.de",http://www.arbeitsagentur.de,arbeitsagentur,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
251,Bundesagentur für Arbeit - Regionaldirektion Baden-Württemberg,baden-wuerttemberg@arbeitsagentur.de,"Hölderlinstraße 36
70174 Stuttgart, Baden-Württemberg
Deutschland
Postanschrift:
Postfach 10 29 52, 70025 Stuttgart
Telefon: 
+49 711 941-0
Fax: 
+49 711 941-1640
Baden-Wuerttemberg@arbeitsagentur.de","Hauptadresse
Hölderlinstraße 36
70174 Stuttgart, Baden-Württemberg
Deutschland
Postanschrift:
Postfach 10 29 52, 70025 Stuttgart
Telefon: 
+49 711 941-0
Fax: 
+49 711 941-1640
Baden-Wuerttemberg@arbeitsagentur.de",http://www.arbeitsagentur.de,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Baden Württemberg, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
252,Bundesagentur für Arbeit - Regionaldirektion Bayern,bayern@arbeitsagentur.de,"Regensburger Straße 100
90478 Nürnberg, Freistaat Bayern
Deutschland
Postanschrift:
90328 Nürnberg
Telefon: 
+49 911 179-0
Fax: 
+49 911 179-4202
Bayern@arbeitsagentur.de","Hauptadresse
Regensburger Straße 100
90478 Nürnberg, Freistaat Bayern
Deutschland
Postanschrift:
90328 Nürnberg
Telefon: 
+49 911 179-0
Fax: 
+49 911 179-4202
Bayern@arbeitsagentur.de",http://www.arbeitsagentur.de,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Bayern, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
253,Bundesagentur für Arbeit - Regionaldirektion Berlin Brandenburg,berlin-brandenburg@arbeitsagentur.de,"Friedrichstraße  34
10969 Berlin, Berlin
Deutschland
Postanschrift:
10958 Berlin
Telefon: 
+49 30 55555
Fax: 
+49 30 555599-4999
Berlin-Brandenburg@arbeitsagentur.de","Hauptadresse
Friedrichstraße  34
10969 Berlin, Berlin
Deutschland
Postanschrift:
10958 Berlin
Telefon: 
+49 30 55555
Fax: 
+49 30 555599-4999
Berlin-Brandenburg@arbeitsagentur.de",http://www.arbeitsagentur.de,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Berlin Brandenburg, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
254,Bundesagentur für Arbeit - Regionaldirektion Hessen,hessen@arbeitsagentur.de,"Saonestraße 2 - 4
60528 Frankfurt am Main, Hessen 
Deutschland
Postanschrift:
Postfach 71 06 61, 60496 Frankfurt
Telefon: 
+49 69 6670-0
Fax: 
+49 69 6670-459
Hessen@arbeitsagentur.de","Hauptadresse
Saonestraße 2 - 4
60528 Frankfurt am Main, Hessen 
Deutschland
Postanschrift:
Postfach 71 06 61, 60496 Frankfurt
Telefon: 
+49 69 6670-0
Fax: 
+49 69 6670-459
Hessen@arbeitsagentur.de",http://www.arbeitsagentur.de/,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Hessen, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,,Bundesministerium für Arbeit und Soziales
255,Bundesagentur für Arbeit - Regionaldirektion Niedersachsen-Bremen,niedersachsen-bremen@arbeitsagentur.de,"Telefon: 
+49 511 9885-0
Fax: 
+49 511 9885-7777","Röpkestr. 3
30173 Hannover",http://www.arbeitsagentur.de,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Niedersachsen-Bremen, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
256,Bundesagentur für Arbeit - Regionaldirektion Nord,nord@arbeitsagentur.de,"Projensdorfer Straße 82
24106 Kiel, Schleswig-Holstein
Deutschland
Postanschrift:
Postfach 30 07, 24029 Kiel
Telefon: 
+49 431 3395-0
Fax: 
+49 431 3395-9999
Nord@arbeitsagentur.de","Hauptadresse
Projensdorfer Straße 82
24106 Kiel, Schleswig-Holstein
Deutschland
Postanschrift:
Postfach 30 07, 24029 Kiel
Telefon: 
+49 431 3395-0
Fax: 
+49 431 3395-9999
Nord@arbeitsagentur.de",http://www.arbeitsagentur.de,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Nord, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
257,Bundesagentur für Arbeit - Regionaldirektion Nordrhein-Westfalen,nordrhein-westfalen@arbeitsagentur.de,"Josef-Gockeln-Straße 7
40474 Düsseldorf, Nordrhein-Westfalen
Deutschland
Postanschrift:
Postfach 10 10 40, 40001 Düsseldorf
Telefon: 
+49 211 4306-0
Fax: 
+49 211 4306-377
Nordrhein-Westfalen@arbeitsagentur.de","Hauptadresse
Josef-Gockeln-Straße 7
40474 Düsseldorf, Nordrhein-Westfalen
Deutschland
Postanschrift:
Postfach 10 10 40, 40001 Düsseldorf
Telefon: 
+49 211 4306-0
Fax: 
+49 211 4306-377
Nordrhein-Westfalen@arbeitsagentur.de",http://www.arbeitsagentur.de,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Nordrhein-Westfalen, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
258,Bundesagentur für Arbeit - Regionaldirektion Rheinland-Pfalz-Saarland,rheinland-pfalz-saarland@arbeitsagentur.de,"Tel.: 0681 / 849-0
Fax: 0681 / 849-180","Eschberger Weg 68
66121 Saarbrücken",http://www.buergerdienste-saar.de/zfinder-saar-web/authorityread?bid=31379,Bundesagentur,bund,,,,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
259,Bundesagentur für Arbeit - Regionaldirektion Sachsen,sachsen@arbeitsagentur.de,"Paracellsusstraße 12
09114 Chemnitz, Freistaat Sachsen
Deutschland
Postanschrift:
Postfach 41 10 31, 09022 Chemnitz
Telefon: 
+49 371 9118-0
Fax: 
+49 371 9118-697
Sachsen@arbeitsagentur.de","Hauptadresse
Paracellsusstraße 12
09114 Chemnitz, Freistaat Sachsen
Deutschland
Postanschrift:
Postfach 41 10 31, 09022 Chemnitz
Telefon: 
+49 371 9118-0
Fax: 
+49 371 9118-697
Sachsen@arbeitsagentur.de",http://www.arbeitsagentur.de,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Sachsen, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
260,Bundesagentur für Arbeit - Regionaldirektion Sachsen Anhalt Thüringen,sachsen-anhalt-thueringen@arbeitsagentur.de,"Frau-von-Selmnitz-Straße 6
06110 Halle, Sachsen-Anhalt
Deutschland
Postanschrift:
Postfach 11 04 61, 06018 Halle
Telefon: 
+49 345 1332-0
Fax: 
+49 345 1332-555
Sachsen-Anhalt-Thueringen@arbeitsagentur.de","Hauptadresse
Frau-von-Selmnitz-Straße 6
06110 Halle, Sachsen-Anhalt
Deutschland
Postanschrift:
Postfach 11 04 61, 06018 Halle
Telefon: 
+49 345 1332-0
Fax: 
+49 345 1332-555
Sachsen-Anhalt-Thueringen@arbeitsagentur.de",http://www.arbeitsagentur.de,Obere Bundesbehörde,bund,"""Arbeit und Soziales""","Bundesagentur für Arbeit, Regionaldirektion Sachsen-Anhalt Thüringen, BA, Arbeitsvermittlung, Arbeitsagentur, Arbeitslosengeld, Jobvermittlung",,,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales
