id,name,email,contact,address,url,classification,jurisdiction__slug,tags,website_dump,other_names,parent__name,description,request_note
,Jobcenter Dithmarschen Heide,Jobcenter-Dithmarschen@jobcenter-ge.de,,"Rungholtstr. 1, 25746 Heide",,jobcenter,bund,"""Arbeit und Soziales""",Heide,Mecklenburg-Vorpommern/Schleswig-Holstein,Bundesministerium für Arbeit und Soziales,,
11956,Jobcenter Donau-Ries Donauwörth,Jobcenter-Donau-Ries-Donauwoerth@jobcenter-ge.de,Tel:+49 (0)906 788-340 Fax:+49 (0)906 788-720,"Zirgelsheimer Str.9, 86609 Donauwörth",http://www.arbeitsagentur.de/81906,jobcenter,bund,"""Arbeit und Soziales""",Donauwörth,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Donnersbergkreis,Jobcenter-Donnersbergkreis@jobcenter-ge.de,,"Mannheimer Str. 88, 67292 Kirchheimbolanden",,jobcenter,bund,"""Arbeit und Soziales""",Kaiserslautern,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
4290,Jobcenter Dortmund,jobcenter-dortmund@jobcenter-ge.de,"Tel.: 0231 / 842-1110
Fax. 0231 / 842-1887","Südwall 5-9
44137 Dortmund",http://www.jobcenterdortmund.de/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
10842,Jobcenter Dresden,jobcenter-dresden@jobcenter-ge.de,Telefon: +49 351 475-1730,"Budapester Straße 30, 01069 Dresden ,",http://www.dresden.de/de/03/081/jobcenter.php?shortcut=jobcenter,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4291,Jobcenter Düsseldorf,jobcenter-duesseldorf@jobcenter-ge.de,Tel.: 0211 / 917470,"Postfach 10 110 29
40002 Düsseldorf",http://www.jobcenter-duesseldorf.de,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4292,Jobcenter Duisburg,jobcenter-duisburg@jobcenter-ge.de,"Tel: 0203 / 3021910
Fax: 0203 / 3021351","Friedrich-Wilhelm-Straße 103
47051 Duisburg",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Ebersberg,Jobcenter-Ebersberg@jobcenter-ge.de,,"Kolpingstr. 1, 85560 Ebersberg",,jobcenter,bund,"""Arbeit und Soziales""",München,bayern,Bundesministerium für Arbeit und Soziales,,
11957,Jobcenter Eichstätt,Jobcenter-Eichstaett@jobcenter-ge.de,Tel:+49 (0)8421 9779-77 Fax:+49 (0)8421 9779-99,Weißenburger Str. 17  85072 Eichstätt     ,http://www.landkreis-eichstaett.de/BuergerserviceA-Z/Geschaeftsverteilung.aspx?view=~/kxp/orgdata/default&amp;orgid=dd5f4915-9033-4859-97d0-aa27ab9de869,jobcenter,bund,"""Arbeit und Soziales""",Ingolstadt,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Eisenach,Jobcenter-Eisenach@jobcenter-ge.de,,"Ernst-Thälmann-Str.78a, 99817 Eisenach",,jobcenter,bund,"""Arbeit und Soziales""",Gotha,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
4134,Jobcenter Elbe-Elster,Jobcenter-Elbe-Elster@jobcenter-ge.de,"Tel: 03375 / 279 700
Fax: 03375 / 527 666","Lugstr. 4, 04916  Herzberg",,jobcenter,bund,"""Arbeit und Soziales""",Cottbus,brandenburg,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Emden,Jobcenter-Emden@jobcenter-ge.de,,"Schlesierstr. . 10-12, 28723 Emden",,jobcenter,bund,"""Arbeit und Soziales""",Emden,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
11942,Jobcenter ARUSO Erding,Jobcenter-Erding@jobcenter-ge.de,Tel:+49 (0)8122 959070 Fax:+49 (0)8122 9590755,"Otto-Hahn-Str. 21, 85435 Erding",http://www.landkreis-erding.de/Familie-Soziales/JobcenterErding.aspx,jobcenter,bund,"""Arbeit und Soziales""",Freising,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Erfurt ,Jobcenter-Erfurt@jobcenter-ge.de,,"Max-Reger-Str. 1, 99096 Erfurt",,jobcenter,bund,"""Arbeit und Soziales""",Erfurt,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
11959,Jobcenter Erlangen-Höchstadt,Jobcenter-Erlangen-Hoechstadt@jobcenter-ge.de,Tel:+49 (0)9131 711-109 Fax:+49 (0)9131 711-249,"Schloßberg 10  91315 Erlangen, Höchstadt",http://www.erlangen-hoechstadt.de/jobcenter-erh.html,jobcenter,bund,"""Arbeit und Soziales""",Nürnberg,bayern,Bundesministerium für Arbeit und Soziales,,
4297,Jobcenter Essen,Jobcenter-Essen@jobcenter.essen.de,"Tel. 0201 / 8856999
Fax. 0201 / 8856035","Berliner Platz 10, 45127 Essen",http://www.essen-jobcenter.de/,jobcenter,nrw,"""Arbeit und Soziales""",Essen,nrw,Bundesministerium für Arbeit und Soziales,,
8844,Jobcenter Landkreis Esslingen,jobcenter-esslingen@jobcenter-ge.de,Fax: 0711/90654-333,Postfach 200 16373712 Esslingen,http://www.jobcenter-ge.de/lang_de/nn_578396/Argen/Esslingen/DE/Homepage/Homepage-Knoten.html__nnn=true,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4284,Jobcenter EU-aktiv Kreis Euskirchen,Jobcenter-EU-aktiv@jobcenter-ge.de,Tel.: 02251 / 7760-0,"Sebastianusstr. 22
53879 Euskirchen",,jobcenter,bund,"""Arbeit und Soziales""",Brühl,nrw,Bundesministerium für Arbeit und Soziales,,
11960,Jobcenter Wunsiedel im Fichtelgebirge ,Jobcenter-Fichtelgebirge@jobcenter-ge.de,Tel:+49 (0)9231 506-111 Fax:+49 (0)9231 506-110,"Oskar-Loew-Str. 9, 95615 Marktredwitz",http://www.arbeitsagentur.de/72312,jobcenter,bund,"""Arbeit und Soziales""",Hof,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Flensburg,Jobcenter-Flensburg@jobcenter-ge.de,,"Waldstr. 2, 24939 Flensburg",,jobcenter,bund,"""Arbeit und Soziales""",Flensburg,Mecklenburg-Vorpommern/Schleswig-Holstein,Bundesministerium für Arbeit und Soziales,,
11962,Jobcenter Forchheim,Jobcenter-Forchheim@jobcenter-ge.de,Tel:+49 (0)9191 715-200 Fax:+49 (0)9191 715-249,"Äußere Nürnberger Str.1, 91301 Forchheim",http://www.arbeitsagentur.de/72714,jobcenter,bund,"""Arbeit und Soziales""",Bamberg,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Frankfurt am Main,Jobcenter-Frankfurt-am-Main@jobcenter-ge.de,,"Hainer Weg 44, 60599 Frankfurt a.M. ",,jobcenter,bund,"""Arbeit und Soziales""",Frankfurt am Main,hessen,Bundesministerium für Arbeit und Soziales,,
4129,Jobcenter Frankfurt (Oder),jobcenter-frankfurt-oder@jobcenter-ge.de,"Tel: 0335 / 5701234
Fax: 0335 / 5704615","Robert-Havemann-Str. 6
D - 15236 Frankfurt (O.)",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
8836,Jobcenter Freiburg ,Jobcenter-Freiburg-Stadt@jobcenter-ge.de,"Telefon: 0761/2710-721, Fax: 0761 / 2710-117","Lehener Str. 77, 79106 Freiburg",http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/freiburg/JobcenterFreiburg/index.htm,jobcenter,bund,"""Arbeit und Soziales""",Freiburg,baden-wuerttemberg,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Freising,Jobcenter-Freising@jobcenter-ge.de,,"Landshuter Str. 31, 85356 Freising",,jobcenter,bund,"""Arbeit und Soziales""",Freising,bayern,Bundesministerium für Arbeit und Soziales,,
8845,Jobcenter Landkreis Freudenstadt,jobcenter-freudenstadt@jobcenter-ge.de,"Telefon: 07441 8603-0, Fax: 07441 8603-33",Katharinenstraße 4072250 Freudenstadt,http://www.jobcenter-ge.de/lang_de/nn_296818/Argen/Freudenstadt/DE/Home/Home-Knoten.html__nnn=true,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
11963,Jobcenter Freyung-Grafenau,Jobcenter-Freyung-Grafenau@jobcenter-ge.de,Tel:+49 (0)8581 9600-244 Fax:+49 (0)8581 9600-299,"Bahnhofstr. 3, 94065 Waldkirchen",http://www.arbeitsagentur.de/84702,jobcenter,bund,"""Arbeit und Soziales""",Passau,bayern,Bundesministerium für Arbeit und Soziales,,
11965,Jobcenter Fürstenfeldbruck,Jobcenter-Fuerstenfeldbruck@jobcenter-ge.de,Tel:+49 (0)8141 6100-184 Fax:+49 (0)8141 6100-136,"Oskar von Miller Str. 4e, 82256 Fürstenfeldbruck",http://www.jobcenter-ffb.de/,jobcenter,bund,"""Arbeit und Soziales""",München,bayern,Bundesministerium für Arbeit und Soziales,,
11966,Jobcenter Fürth-Land,Jobcenter-Fuerth-Land@jobcenter-ge.de,Tel:+49 (0)911 2024-236 Fax:+49 (0)911 2024-249,"Stresemannplatz 5, 90763 Fürth",http://www.arbeitsagentur.de/72904,jobcenter,bund,"""Arbeit und Soziales""",Nürnberg,bayern,Bundesministerium für Arbeit und Soziales,,
11967,Jobcenter Fürth Stadt,Jobcenter-Fuerth-Stadt@jobcenter-ge.de,Tel:+49 (0)911 7503-100 Fax:+49 (0)911 7503-499,"Kurgartenstr. 37, 90762 Fürth",http://www.fuerth.de/DesktopDefault.aspx/tabid-39/287_read-4219/start-a/,jobcenter,bund,"""Arbeit und Soziales""",Nürnberg,bayern,Bundesministerium für Arbeit und Soziales,,
11985,Jobcenter Landkreis Garmisch Partenkirchen,Jobcenter-Garmisch-Partenkirchen@jobcenter-ge.de,Tel:+49 (0)8821 96685-0 Fax:+49 (0)8821 96685-71,"Bahnhofstr. 35a, 82467 Garmisch-Partenkirchen",http://www.landratsamt-gap.de/405.0.html,jobcenter,bund,"""Arbeit und Soziales""",Weilheim,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Stadt Gera,Jobcenter-Gera@jobcenter-ge.de,,"Reichsstr. 15, 07545 Gera",,jobcenter,bund,"""Arbeit und Soziales""",Gera,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Germersheim,Jobcenter-Germersheim@jobcenter-ge.de,,"Waldstraße 13, 76726 Germersheim",,jobcenter,bund,"""Arbeit und Soziales""",Landau,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Gießen,Jobcenter-Giessen@jobcenter-ge.de,,"Nordanlage 60, 35390 Gießen",,jobcenter,bund,"""Arbeit und Soziales""",Gießen,hessen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Gifhorn ,Jobcenter-Gifhorn@jobcenter-ge.de,,"Ribbesbütteler Weg 2, 38518 Gifhorm",,jobcenter,bund,"""Arbeit und Soziales""",Helmstedt,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
12900,Jobcenter Landkreis Göppingen,Jobcenter-Goeppingen@jobcenter-ge.de,"Telefon: 0 71 61 - 97 70 751
Fax: 0 71 61 - 97 70 - 552 oder - 730","Springstraße 7
73312 Geislingen",http://www.jobcenter-ge.de/lang_de/nn_613360/Argen/ArgeGoeppingen/DE/Service/GP-Kontakt/GP-Kontakt__KNOTEN.html,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Goslar,Jobcenter-Goslar@jobcenter-ge.de,,"Robert-Koch-Str. 11, 38642 Goslar",,jobcenter,bund,"""Arbeit und Soziales""",Goslar,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Güstrow,Jobcenter-Guestrow@jobcenter-ge.de,,"Eisenbahnstr. 12, 18273 Güstrow",,jobcenter,bund,"""Arbeit und Soziales""",Rostock,Mecklenburg-Vorpommern/Schleswig-Holstein,Bundesministerium für Arbeit und Soziales,,
4301,Jobcenter Hagen,Jobcenter-Hagen@jobcenter-ge.de,"Tel: 02331 / 36758-0
Fax: 02331 / 36758-740","Berliner Platz 2, 58089 Hagen",http://www.jobcenter-hagen.de/,jobcenter,bund,"""Arbeit und Soziales""",Hagen,nrw,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Halle (Saale),Jobcenter-Halle@jobcenter-ge.de,,"Schopenhauerstr. 2, 06114 Halle",,jobcenter,bund,"""Arbeit und Soziales""",Halle,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Hameln-Pyrmont,Jobcenter-Hameln-Pyrmont@jobcenter-ge.de,,"Süntelstr.5, 31785 Hameln",,jobcenter,bund,"""Arbeit und Soziales""",Hameln,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
4333,Jobcenter Hamm,Jobcenter-Hamm@stadt.hamm.de,"Tel: 02381-176991
Fax: 02381 / 17-2835","Teichweg 1, 59075 Hamm",,jobcenter,nrw,"""Arbeit und Soziales""",Hagen,nrw,Bundesministerium für Arbeit und Soziales,,
4329,Jobcenter Landkreis Haßberge,Jobcenter-Hassberge@jobcenter-ge.de,Tel:+49 (0)9521 929-885 Fax: Promenade 17 97437 Haßfurt,"Promenade 17, 97437 Haßfurt",http://www.hassberge.de/606.html,jobcenter,bund,"""Arbeit und Soziales""",Schweinfurt,bayern,Bundesministerium für Arbeit und Soziales,,
8837,Jobcenter Heidelberg,jobcenter-heidelberg@jobcenter-ge.de,"Telefon: Markt &amp; Integration: 06221-9159-111Leistungsgew&auml;hrung: 06221-9159-222, Fax: 06221-9159-100",Speyerer Str. 669115 Heidelberg,http://www.jobcenter-hd.de/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Helmstedt,Jobcenter-Helmstedt@jobcenter-ge.de,,"Magdeburger Tor 18, 38350 Helmstedt",,jobcenter,bund,"""Arbeit und Soziales""",Helmstedt,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
4296,Jobcenter Herford,jobcenter-herford@jobcenter-ge.de,"Tel.: 05221 / 985-333
Fax. 05221 / 985-701","Hansastr. 33
32049 Herford",http://www.jobcenter-herford.de/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4304,Jobcenter Herne,jobcenter-herne@jobcenter-ge.de,"Tel: 02325 / 637-0
Fax: 02325 / 637-120","Landgrafenstr. 29
44652 Herne",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Herzogtum Lauenburg,jobcenter-herzogtum-lauenburg@jobcenter-ge.de,,"Alt-Möllner Straße 2, 23879 Mölln",,jobcenter,bund,"""Arbeit und Soziales""",Bad Oldesloe,Mecklenburg-Vorpommern/Schleswig-Holstein,Bundesministerium für Arbeit und Soziales,,
,"Jobcenter 
Landkreis Hildburghausen",Jobcenter-Hildburghausen@jobcenter-ge.de,,"Puschkinplatz 6, 98646 Hildburghausen",,jobcenter,bund,"""Arbeit und Soziales""",Suhl,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Hildesheim,Jobcenter-Hildesheim@jobcenter-ge.de,,"Am Marienfriedhof 3, 31134 Hildesheim",,jobcenter,bund,"""Arbeit und Soziales""",Hildesheim,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
11970,Jobcenter Hof Stadt,Jobcenter-Hof@jobcenter-ge.de,Tel:+49 (0)9281 785-700 Fax: Äußere Bayreuther Str. 2 95032 Hof,"Äußere Bayreuther Str. 2, 95032 Hof",http://www.arbeitsagentur.de/72308,jobcenter,bund,"""Arbeit und Soziales""",Hof,bayern,Bundesministerium für Arbeit und Soziales,,
11969,Jobcenter Hofer Land,Jobcenter-Hof-Land@jobcenter-ge.de,Tel:+49 (0)9281 7396-800 Fax:+49 (0)9281 7396-809,"Äußere Bayreuther Str. 2, 95032 Hof",http://www.landkreis-hof.de/Buergerservice/DienstleistungenAbisZ.aspx?view=~/kxp/orgdata/default&amp;orgid=6d7b2f03-a00c-43e6-b2c1-c6e1beac0e22,jobcenter,bund,"""Arbeit und Soziales""",Hof,bayern,Bundesministerium für Arbeit und Soziales,,
8839,Jobcenter Hohenlohekreis,jobcenter-hohenlohekreis@jobcenter-ge.de,Telefon: Geldleistungen:Telefon 07940/9151-581Fax 07940/9151-773 Arbeitsvermittlung:Telefon 07940/9151-582Fax 07940/9151-774,Würzburger Str. 3074653 Künzelsau,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/schwaebischhalltauberbischofsheim/JobcenterHohenlohekreis/index.htm,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Holzminden,Jobcenter-Holzminden@jobcenter-ge.de,,"Steinbreite 12, 37603 Holzminden",,jobcenter,bund,"""Arbeit und Soziales""",Hameln,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Ilm-Kreis,Jobcenter-Ilm-Kreis@jobcenter-ge.de,,"Bierweg 2, 99310 Arnstadt",,jobcenter,bund,"""Arbeit und Soziales""",Erfurt,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter im Landkreis Celle ,Jobcenter-im-Landkreis-Celle@jobcenter-ge.de,,"Georg-Wilhelm-Str. 14, 29223 Celle",,jobcenter,bund,"""Arbeit und Soziales""",Celle,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Nienburg/Weser,Jobcenter-im-Landkreis-Nienburg@jobcenter-ge.de,,"Verdener Str.21, 31582 Nienburg",,jobcenter,bund,"""Arbeit und Soziales""",Nienburg,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Jerichower Land,Jobcenter-Jerichower-Land@jobcenter-ge.de,,"Martin-Luther-Str. 21, 39288 Burg",,jobcenter,bund,"""Arbeit und Soziales""",Magdeburg,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
11978,Jobcenter Kempten (Allgäu),Jobcenter-Kempten@jobcenter-ge.de,Tel:+49 (0)831 51290-12 Fax:+49 (0)831 51290-32,"Gerberstr. 2, 87435 Kempten",http://www.arbeitsagentur.de/83104,jobcenter,bund,"""Arbeit und Soziales""",Kempten,bayern,Bundesministerium für Arbeit und Soziales,,
7200,Jobcenter Kiel,jobcenter-kiel@jobcenter-ge.de,"Telefon: +49 431 709-1525
Fax: +49 431 709-1860","Postfach 7007 
24170 Kiel",http://www.jobcenter-ge.de/Argen/ArgeKiel/DE/Home/Home-Knoten.html,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
11979,Jobcenter Kitzingen,Jobcenter-Kitzingen@jobcenter-ge.de,Tel:+49 (0)9321 9263-0 Fax:+49 (0)9321 9263-77,"Alte Poststr. 6A, 97316 Kitzingen",http://www.kitzingen.de/de/buergerservice/behoerdenwegweiser/weitere/2740.Jobcenter.html,jobcenter,bund,"""Arbeit und Soziales""",Würzburg,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Stadt Koblenz,Jobcenter-Koblenz@jobcenter-ge.de,,"Am Berg 1, 56070 Koblenz",,jobcenter,bund,"""Arbeit und Soziales""",Koblenz,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
4273,Jobcenter Köln,jobcenter-koeln@jobcenter-ge.de,Tel: 0221/96443-401,"Luxemburger Straße 121
50939 Köln
",http://www.jobcenterkoeln.de/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Kreis Pinneberg ,Jobcenter-KPi@jobcenter-ge.de,,"Adenauerdamm 1, 25337 Elmshorn",,jobcenter,bund,"""Arbeit und Soziales""",Elmshorn,Mecklenburg-Vorpommern/Schleswig-Holstein,Bundesministerium für Arbeit und Soziales,,
4306,Jobcenter Krefeld,jobcenter-krefeld@jobcenter-ge.de,"Tel: 02151 / 7048-0
Fax: 02151 / 7048173120","Fütingsweg 34
47805 Krefeld",http://www.jobcenter-krefeld.de/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Grundsicherung für Arbeitsuchende Kreis Altenkirchen,Jobcenter-Kreis-Altenkirchen@jobcenter-ge.de,,"Siegstraße 29, 57518 Betzdorf",,jobcenter,bund,"""Arbeit und Soziales""",Neuwied,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
4294,Jobcenter Kreis Heinsberg,jobcenter-kreis-heinsberg@jobcenter-ge.de,"Tel: 02452 / 9770638
Fax: 02452 / 9770620","Westpromenade 9
52525 Heinsberg",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4317,Jobcenter Kreis Olpe,Jobcenter-Kreis-Olpe@jobcenter-ge.de,"Tel: 02761 / 941260
Fax: 02761 / 94126205","Franziskaner Str. 6, 57462 Olpe",,jobcenter,bund,"""Arbeit und Soziales""",Siegen,nrw,Bundesministerium für Arbeit und Soziales,,
4318,Jobcenter Kreis Paderborn ,Jobcenter-Kreis-Paderborn@jobcenter-ge.de,"Tel: 05251 / 54090
Fax: 05251 / 5409 919 299","Rathenaustr. 30, 33102 Paderborn",http://www.jobcenter-paderborn.de/,jobcenter,bund,"""Arbeit und Soziales""",Padeborn,nrw,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Kreis Plön,Jobcenter-Kreis-Ploen@jobcenter-ge.de,,"Behler Weg 23, 24306 Plön",,jobcenter,bund,"""Arbeit und Soziales""",Kiel,Mecklenburg-Vorpommern/Schleswig-Holstein,Bundesministerium für Arbeit und Soziales,,
4324,Jobcenter Kreis Siegen-Wittgenstein,Jobcenter-Kreis-Siegen-Wittgenstein@jobcenter-ge.de,"Tel.: 0271 / 405714-100
Fax. 0271 / 405714-120","Emilienstr.45, 57072 Siegen",http://www.jobcenter-kreis-siegen-wittgenstein.de/,jobcenter,bund,"""Arbeit und Soziales""",Siegen,nrw,Bundesministerium für Arbeit und Soziales,,
4303,Jobcenter Kreis Unna,jobcenter-kreis-unna@jobcenter-ge.de,"Tel: 02303 / 2538-0
Fax: 02303 / 2538-400","Bahnhofstr. 63
59425 Unna
",http://www.jobcenter-kreis-unna.de/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4307,Jobcenter Kreis Viersen,jobcenter-kreis-viersen@jobcenter-ge.de,Tel: 02162/2661100,"Am Schluff 18
41748 Viersen",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4328,Jobcenter Kreis Wesel,jobcenter-kreis-wesel@jobcenter-ge.de,"Tel: 0281 / 9620694
Fax: 0281 / 9620640","Reeser Landstraße 61
46483 Wesel",http://www.jobcenter-kreis-wesel.de/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
11980,Jobcenter Kulmbach,Jobcenter-Kulmbach@jobcenter-ge.de,Tel:+49 (0)9221 82732-300 Fax:+49 (0)9221 82732-700,"Fritz-Hornschuch-Str. 9, 95326 Kulmbach",http://www.jobcenter-kulmbach.de/,jobcenter,bund,"""Arbeit und Soziales""",Bayreuth,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Kyffhäuserkreis,Jobcenter-Kyffhaeuserkreis@jobcenter-ge.de,,"Sangerhäuser Str. 36, 06556 Artern",,jobcenter,bund,"""Arbeit und Soziales""",Nordhausen,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Lahn-Dill ,jobcenter-lahn-dill@jobcenter-ge.de,,"Sophienstr. 5, 35576 Wetzlar",,jobcenter,hessen,"""Arbeit und Soziales""",Wetzlar,hessen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landeshauptstadt Magdeburg,Jobcenter-Landeshauptstadt-Magdeburg@jobcenter-ge.de,,"Otto-v.-Guericke-Str. 12a, 39104 Magdeburg",,jobcenter,bund,"""Arbeit und Soziales""",Magdeburg,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
8842,Jobcenter Landkreis Calw,jobcenter-landkreis-calw@jobcenter-ge.de,Telefon: 07452 9190-0,"Bahnhofstraße 37, 72191 Nagold",http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/nagoldpforzheim/JobcenterLandkreisCalw/index.htm,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
8843,Jobcenter Landkreis Emmendingen,jobcenter-landkreis-emmendingen@jobcenter-ge.de,"Telefon: 07641/9115-302, Fax: 07641/9115-261",Freiburger Str. 2079312 Emmendingen,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/freiburg/JobcenterLandkreisEmmendingen/index.htm,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter im Landkreis Gotha,Jobcenter-Landkreis-Gotha@jobcenter-ge.de,,"Schöne Aussicht 5, Haus A, 99867 Gotha",,jobcenter,bund,"""Arbeit und Soziales""",Gotha,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,"Jobcenter
Landkreis Kassel",Jobcenter-Landkreis-Kassel@jobcenter-ge.de,,"Ständeplatz 23, 34117 Kassel",,jobcenter,bund,"""Arbeit und Soziales""",Kassel,hessen,Bundesministerium für Arbeit und Soziales,,
8849,Jobcenter Landkreis Lörrach ,Jobcenter-Landkreis-Loerrach@jobcenter-ge.de,"Telefon: 07621/17 87 00, Fax: 07621/17 85 86","Brombacher Str. 2, 79539 Lörrach",http://www.jobcenter-loerrach.de,jobcenter,bund,"""Arbeit und Soziales""",Lörrach,baden-wuerttemberg,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Neuwied,Jobcenter-Landkreis-Neuwied@jobcenter-ge.de,,"Heddesdorfer Str. 35, 56564 Neuwied",,jobcenter,bund,"""Arbeit und Soziales""",Neuwied,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
11995,Jobcenter Landkreis Oberallgäu,jobcenter-landkreis-oberallgaeu@jobcenter-ge.de,Tel:+49 (0)8321 612-800 Fax:+49 (0)8321 612-67800,Oberallgäuer Platz 2 87527 Sonthofen,http://www.oberallgaeu.org/jugend_familie_soziales/soziale_hilfen/jobcenter_oberallgaeu/,Jobcenter,bayern,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Stendal,Jobcenter-Landkreis-Stendal@jobcenter-ge.de,,"Stadtseeallee 71, 39576 Stendal",,jobcenter,bund,"""Arbeit und Soziales""",Stendal,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
12002,Jobcenter Landsberg am Lech ,Jobcenter-Landsberg-am-Lech@jobcenter-ge.de,Tel:+49 (0)8191 42884-0 Fax:+49 (0)8191 42884-71,Kohlstattstr. 8 86899 Landsberg am Lech,http://www.arbeitsagentur.de/86304,jobcenter,bund,"""Arbeit und Soziales""",Weilheim,bayern,Bundesministerium für Arbeit und Soziales,,
